,Ingredient 1,Ingredient 2,Ingredient 3,Effects
13628,Chaurus Eggs 0003ad56,Creep Cluster 000b2183,Large Antlers 0006bc0a,"Fortify Stamina, Damage Stamina Regen"
13629,Chaurus Eggs 0003ad56,Creep Cluster 000b2183,Torchbug Thorax 0004da73,"Fortify Stamina, Weakness to Magic"
13630,Chaurus Eggs 0003ad56,Creep Cluster 000b2183,Trama RootDB xx017008,"Fortify Carry Weight, Damage Magicka"
13631,Chaurus Eggs 0003ad56,Creep Cluster 000b2183,Vampire Dust 0003ad76,"Restore Magicka, Invisibility"
13632,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,,Invisibility
13633,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Cyrodilic Spadetail 00106e19,"Invisibility, Damage Stamina"
13634,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Daedra Heart 0003ad5b,"Invisibility, Damage Magicka"
13635,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Deathbell 000516c8,"Weakness to Poison, Damage Health, Invisibility"
13636,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Ectoplasm 0003ad63,"Damage Health, Invisibility"
13637,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Emperor Parasol MossDB xx01ff75,"Damage Health, Invisibility"
13638,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Eye of Sabre Cat 0006bc07,"Invisibility, Damage Magicka"
13639,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Falmer Ear 0003ad5d,"Damage Health, Invisibility"
13640,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Felsaad Tern FeathersDB xx03cd8e,"Invisibility, Resist Magic"
13641,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Garlic 00034d22,"Fortify Stamina, Invisibility"
13642,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Giant Lichen 0007e8c1,"Weakness to Poison, Invisibility"
13643,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Giant's Toe 0003ad64,"Invisibility, Damage Stamina"
13644,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,GleamblossomDG xx00b097,"Invisibility, Resist Magic"
13645,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Glow Dust 0003ad73,"Invisibility, Damage Magicka"
13646,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Hagraven Claw 0006b689,"Invisibility, Resist Magic"
13647,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Hagraven Feathers 0003ad66,"Invisibility, Damage Magicka"
13648,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Hanging Moss 00057f91,"Invisibility, Damage Magicka"
13649,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Hawk's EggHF xx00f1cc,"Invisibility, Resist Magic"
13650,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Human Flesh 001016b3,"Damage Health, Invisibility"
13651,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Human Heart 000b18cd,"Damage Health, Invisibility, Damage Magicka"
13652,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Imp Stool 0004da23,"Damage Health, Invisibility"
13653,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Large Antlers 0006bc0a,"Fortify Stamina, Invisibility"
13654,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Lavender 00045c28,"Fortify Stamina, Invisibility, Resist Magic"
13655,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Namira's Rot 0004da24,"Invisibility, Damage Magicka"
13656,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Nightshade 0002f44c,"Damage Health, Invisibility"
13657,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Nordic Barnacle 0007edf5,"Invisibility, Damage Magicka"
13658,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Pine Thrush Egg 00023d6f,"Weakness to Poison, Invisibility"
13659,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Poison BloomDG xx0185fb,"Damage Health, Invisibility"
13660,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Red Mountain Flower 00077e1d,"Damage Health, Invisibility"
13661,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,River Betty 00106e1a,"Damage Health, Invisibility"
13662,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Rock Warbler Egg 0007e8c8,"Invisibility, Damage Stamina"
13663,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Sabre Cat Tooth 0006bc04,"Weakness to Poison, Invisibility"
13664,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Skeever Tail 0003ad6f,"Damage Health, Invisibility"
13665,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Slaughterfish Egg 0007e8c5,"Fortify Stamina, Invisibility"
13666,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Small Antlers 0006bc0b,"Weakness to Poison, Damage Health, Invisibility"
13667,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Spider Egg 0009151b,"Invisibility, Damage Stamina"
13668,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Torchbug Thorax 0004da73,"Fortify Stamina, Invisibility"
13669,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Trama RootDB xx017008,"Invisibility, Damage Magicka"
13670,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Troll Fat 0003ad72,"Damage Health, Invisibility"
13671,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Tundra Cotton 0003f7f8,"Invisibility, Resist Magic"
13672,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Void Salts 0003ad60,"Damage Health, Invisibility, Resist Magic"
13673,Chaurus Eggs 0003ad56,Crimson Nirnroot 000b701a,Wisp Wrappings 0006bc0e,"Invisibility, Resist Magic"
13674,Chaurus Eggs 0003ad56,Cyrodilic Spadetail 00106e19,Daedra Heart 0003ad5b,"Fear, Damage Magicka"
13675,Chaurus Eggs 0003ad56,Cyrodilic Spadetail 00106e19,Eye of Sabre Cat 0006bc07,"Ravage Health, Damage Magicka"
13676,Chaurus Eggs 0003ad56,Cyrodilic Spadetail 00106e19,Giant Lichen 0007e8c1,"Weakness to Poison, Ravage Health"
13677,Chaurus Eggs 0003ad56,Cyrodilic Spadetail 00106e19,Namira's Rot 0004da24,"Fear, Damage Magicka"
13678,Chaurus Eggs 0003ad56,Cyrodilic Spadetail 00106e19,Nirnroot 00059b86,"Invisibility, Damage Stamina"
13679,Chaurus Eggs 0003ad56,Cyrodilic Spadetail 00106e19,Small Antlers 0006bc0b,"Weakness to Poison, Fortify Restoration"
13680,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,,Damage Magicka
13681,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Deathbell 000516c8,"Weakness to Poison, Damage Magicka"
13682,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Felsaad Tern FeathersDB xx03cd8e,"Restore Health, Damage Magicka"
13683,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Frost Mirriam 00034d32,"Damage Stamina Regen, Damage Magicka"
13684,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Garlic 00034d22,"Fortify Stamina, Damage Magicka"
13685,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Giant Lichen 0007e8c1,"Weakness to Poison, Damage Magicka"
13686,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Giant's Toe 0003ad64,"Damage Stamina Regen, Damage Magicka"
13687,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,GleamblossomDG xx00b097,"Fear, Damage Magicka"
13688,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Histcarp 00106e18,"Damage Stamina Regen, Damage Magicka"
13689,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Ice Wraith Teeth 0003ad6a,"Invisibility, Damage Magicka"
13690,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Imp Stool 0004da23,"Restore Health, Damage Magicka"
13691,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Juniper Berries 0005076e,"Damage Stamina Regen, Damage Magicka"
13692,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Large Antlers 0006bc0a,"Fortify Stamina, Damage Stamina Regen, Damage Magicka"
13693,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Lavender 00045c28,"Fortify Stamina, Damage Magicka"
13694,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Netch JellyDB xx01cd72,"Fear, Damage Magicka"
13695,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Nirnroot 00059b86,"Invisibility, Damage Magicka"
13696,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Pine Thrush Egg 00023d6f,"Weakness to Poison, Damage Magicka"
13697,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Poison BloomDG xx0185fb,"Fear, Damage Magicka"
13698,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Powdered Mammoth Tusk 0006bc10,"Fear, Damage Magicka"
13699,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Rock Warbler Egg 0007e8c8,"Restore Health, Damage Magicka"
13700,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Sabre Cat Tooth 0006bc04,"Weakness to Poison, Damage Magicka"
13701,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Silverside Perch 00106e1c,"Damage Stamina Regen, Damage Magicka"
13702,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Skeever Tail 0003ad6f,"Damage Stamina Regen, Damage Magicka"
13703,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Slaughterfish Egg 0007e8c5,"Fortify Stamina, Damage Magicka"
13704,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Small Antlers 0006bc0b,"Weakness to Poison, Damage Magicka"
13705,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Swamp Fungal Pod 0007e8b7,"Restore Health, Damage Magicka"
13706,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Torchbug Thorax 0004da73,"Fortify Stamina, Damage Magicka"
13707,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Vampire Dust 0003ad76,"Invisibility, Damage Magicka"
13708,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Wheat 0004b0ba,"Restore Health, Damage Stamina Regen, Damage Magicka"
13709,Chaurus Eggs 0003ad56,Daedra Heart 0003ad5b,Yellow Mountain FlowerDG xx002a78,"Damage Stamina Regen, Damage Magicka"
13710,Chaurus Eggs 0003ad56,Deathbell 000516c8,,Weakness to Poison
13711,Chaurus Eggs 0003ad56,Deathbell 000516c8,Ectoplasm 0003ad63,"Weakness to Poison, Damage Health"
13712,Chaurus Eggs 0003ad56,Deathbell 000516c8,Emperor Parasol MossDB xx01ff75,"Weakness to Poison, Damage Health"
13713,Chaurus Eggs 0003ad56,Deathbell 000516c8,Eye of Sabre Cat 0006bc07,"Weakness to Poison, Damage Magicka"
13714,Chaurus Eggs 0003ad56,Deathbell 000516c8,Falmer Ear 0003ad5d,"Weakness to Poison, Damage Health"
13715,Chaurus Eggs 0003ad56,Deathbell 000516c8,Garlic 00034d22,"Weakness to Poison, Fortify Stamina"
13716,Chaurus Eggs 0003ad56,Deathbell 000516c8,Glow Dust 0003ad73,"Weakness to Poison, Damage Magicka"
13717,Chaurus Eggs 0003ad56,Deathbell 000516c8,Hagraven Feathers 0003ad66,"Weakness to Poison, Damage Magicka"
13718,Chaurus Eggs 0003ad56,Deathbell 000516c8,Hanging Moss 00057f91,"Weakness to Poison, Damage Magicka"
13719,Chaurus Eggs 0003ad56,Deathbell 000516c8,Honeycomb 000b08c5,"Weakness to Poison, Ravage Stamina"
13720,Chaurus Eggs 0003ad56,Deathbell 000516c8,Human Flesh 001016b3,"Weakness to Poison, Damage Health"
13721,Chaurus Eggs 0003ad56,Deathbell 000516c8,Human Heart 000b18cd,"Weakness to Poison, Damage Health, Damage Magicka"
13722,Chaurus Eggs 0003ad56,Deathbell 000516c8,Ice Wraith Teeth 0003ad6a,"Weakness to Poison, Invisibility"
13723,Chaurus Eggs 0003ad56,Deathbell 000516c8,Imp Stool 0004da23,"Weakness to Poison, Damage Health"
13724,Chaurus Eggs 0003ad56,Deathbell 000516c8,Large Antlers 0006bc0a,"Weakness to Poison, Fortify Stamina, Slow"
13725,Chaurus Eggs 0003ad56,Deathbell 000516c8,Lavender 00045c28,"Weakness to Poison, Fortify Stamina"
13726,Chaurus Eggs 0003ad56,Deathbell 000516c8,Luna Moth Wing 000727df,"Weakness to Poison, Invisibility, Damage Magicka"
13727,Chaurus Eggs 0003ad56,Deathbell 000516c8,Namira's Rot 0004da24,"Weakness to Poison, Damage Magicka"
13728,Chaurus Eggs 0003ad56,Deathbell 000516c8,Nightshade 0002f44c,"Weakness to Poison, Damage Health"
13729,Chaurus Eggs 0003ad56,Deathbell 000516c8,Nirnroot 00059b86,"Weakness to Poison, Damage Health, Invisibility"
13730,Chaurus Eggs 0003ad56,Deathbell 000516c8,Nordic Barnacle 0007edf5,"Weakness to Poison, Damage Magicka"
13731,Chaurus Eggs 0003ad56,Deathbell 000516c8,Poison BloomDG xx0185fb,"Weakness to Poison, Damage Health, Slow"
13732,Chaurus Eggs 0003ad56,Deathbell 000516c8,Red Mountain Flower 00077e1d,"Weakness to Poison, Damage Health"
13733,Chaurus Eggs 0003ad56,Deathbell 000516c8,River Betty 00106e1a,"Weakness to Poison, Damage Health, Slow"
13734,Chaurus Eggs 0003ad56,Deathbell 000516c8,Salt Pile 00074a19,"Weakness to Poison, Slow"
13735,Chaurus Eggs 0003ad56,Deathbell 000516c8,ScathecrawDB xx017e97,"Weakness to Poison, Ravage Stamina"
13736,Chaurus Eggs 0003ad56,Deathbell 000516c8,Skeever Tail 0003ad6f,"Weakness to Poison, Damage Health"
13737,Chaurus Eggs 0003ad56,Deathbell 000516c8,Slaughterfish Egg 0007e8c5,"Weakness to Poison, Fortify Stamina"
13738,Chaurus Eggs 0003ad56,Deathbell 000516c8,Spawn AshDB xx01cd6d,"Weakness to Poison, Ravage Stamina"
13739,Chaurus Eggs 0003ad56,Deathbell 000516c8,Thistle Branch 000134aa,"Weakness to Poison, Ravage Stamina"
13740,Chaurus Eggs 0003ad56,Deathbell 000516c8,Torchbug Thorax 0004da73,"Weakness to Poison, Fortify Stamina"
13741,Chaurus Eggs 0003ad56,Deathbell 000516c8,Trama RootDB xx017008,"Weakness to Poison, Damage Magicka, Slow"
13742,Chaurus Eggs 0003ad56,Deathbell 000516c8,Troll Fat 0003ad72,"Weakness to Poison, Damage Health"
13743,Chaurus Eggs 0003ad56,Deathbell 000516c8,Vampire Dust 0003ad76,"Weakness to Poison, Invisibility"
13744,Chaurus Eggs 0003ad56,Deathbell 000516c8,Void Salts 0003ad60,"Weakness to Poison, Damage Health"
13745,Chaurus Eggs 0003ad56,Dwarven Oil 000f11c0,Garlic 00034d22,"Fortify Stamina, Regenerate Magicka"
13746,Chaurus Eggs 0003ad56,Dwarven Oil 000f11c0,Giant Lichen 0007e8c1,"Restore Magicka, Weakness to Poison"
13747,Chaurus Eggs 0003ad56,Dwarven Oil 000f11c0,Torchbug Thorax 0004da73,"Fortify Stamina, Weakness to Magic"
13748,Chaurus Eggs 0003ad56,Dwarven Oil 000f11c0,Vampire Dust 0003ad76,"Restore Magicka, Invisibility"
13749,Chaurus Eggs 0003ad56,Ectoplasm 0003ad63,Giant Lichen 0007e8c1,"Restore Magicka, Weakness to Poison"
13750,Chaurus Eggs 0003ad56,Ectoplasm 0003ad63,Glow Dust 0003ad73,"Fortify Destruction, Damage Magicka"
13751,Chaurus Eggs 0003ad56,Ectoplasm 0003ad63,Human Heart 000b18cd,"Damage Health, Damage Magicka"
13752,Chaurus Eggs 0003ad56,Ectoplasm 0003ad63,Nirnroot 00059b86,"Damage Health, Invisibility"
13753,Chaurus Eggs 0003ad56,Ectoplasm 0003ad63,Small Antlers 0006bc0b,"Weakness to Poison, Damage Health"
13754,Chaurus Eggs 0003ad56,Ectoplasm 0003ad63,Vampire Dust 0003ad76,"Restore Magicka, Invisibility"
13755,Chaurus Eggs 0003ad56,Elves Ear 00034d31,Giant Lichen 0007e8c1,"Restore Magicka, Weakness to Poison"
13756,Chaurus Eggs 0003ad56,Elves Ear 00034d31,Ice Wraith Teeth 0003ad6a,"Weakness to Frost, Invisibility"
13757,Chaurus Eggs 0003ad56,Elves Ear 00034d31,Vampire Dust 0003ad76,"Restore Magicka, Invisibility"
13758,Chaurus Eggs 0003ad56,Emperor Parasol MossDB xx01ff75,Garlic 00034d22,"Fortify Stamina, Regenerate Health"
13759,Chaurus Eggs 0003ad56,Emperor Parasol MossDB xx01ff75,Human Heart 000b18cd,"Damage Health, Damage Magicka"
13760,Chaurus Eggs 0003ad56,Emperor Parasol MossDB xx01ff75,Luna Moth Wing 000727df,"Regenerate Health, Invisibility, Damage Magicka"
13761,Chaurus Eggs 0003ad56,Emperor Parasol MossDB xx01ff75,Namira's Rot 0004da24,"Regenerate Health, Damage Magicka"
13762,Chaurus Eggs 0003ad56,Emperor Parasol MossDB xx01ff75,Nirnroot 00059b86,"Damage Health, Invisibility"
13763,Chaurus Eggs 0003ad56,Emperor Parasol MossDB xx01ff75,Nordic Barnacle 0007edf5,"Regenerate Health, Damage Magicka"
13764,Chaurus Eggs 0003ad56,Emperor Parasol MossDB xx01ff75,Small Antlers 0006bc0b,"Weakness to Poison, Damage Health"
13765,Chaurus Eggs 0003ad56,Emperor Parasol MossDB xx01ff75,Vampire Dust 0003ad76,"Regenerate Health, Invisibility"
13766,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,,Damage Magicka
13767,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Felsaad Tern FeathersDB xx03cd8e,"Restore Health, Damage Magicka"
13768,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Garlic 00034d22,"Fortify Stamina, Damage Magicka"
13769,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Giant Lichen 0007e8c1,"Weakness to Poison, Ravage Health, Damage Magicka"
13770,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Hawk Beak 000e7ebc,"Restore Stamina, Damage Magicka"
13771,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Histcarp 00106e18,"Restore Stamina, Damage Magicka"
13772,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Honeycomb 000b08c5,"Restore Stamina, Damage Magicka"
13773,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Ice Wraith Teeth 0003ad6a,"Invisibility, Damage Magicka"
13774,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Imp Stool 0004da23,"Restore Health, Damage Magicka"
13775,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Jazbay Grapes 0006ac4a,"Ravage Health, Damage Magicka"
13776,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Large Antlers 0006bc0a,"Fortify Stamina, Restore Stamina, Damage Magicka"
13777,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Lavender 00045c28,"Fortify Stamina, Damage Magicka"
13778,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Mudcrab Chitin 0006bc00,"Restore Stamina, Damage Magicka"
13779,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Netch JellyDB xx01cd72,"Restore Stamina, Damage Magicka"
13780,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Nirnroot 00059b86,"Invisibility, Damage Magicka"
13781,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Orange Dartwing 000bb956,"Restore Stamina, Damage Magicka"
13782,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Pearl 000854fe,"Restore Stamina, Damage Magicka"
13783,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Pine Thrush Egg 00023d6f,"Weakness to Poison, Restore Stamina, Damage Magicka"
13784,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Powdered Mammoth Tusk 0006bc10,"Restore Stamina, Damage Magicka"
13785,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Purple Mountain Flower 00077e1e,"Restore Stamina, Damage Magicka"
13786,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Rock Warbler Egg 0007e8c8,"Restore Health, Damage Magicka"
13787,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Sabre Cat Tooth 0006bc04,"Weakness to Poison, Restore Stamina, Damage Magicka"
13788,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Salmon RoeHF xx003545,"Restore Stamina, Damage Magicka"
13789,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,ScathecrawDB xx017e97,"Ravage Health, Damage Magicka"
13790,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Silverside Perch 00106e1c,"Restore Stamina, Ravage Health, Damage Magicka"
13791,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Skeever Tail 0003ad6f,"Ravage Health, Damage Magicka"
13792,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Slaughterfish Egg 0007e8c5,"Fortify Stamina, Damage Magicka"
13793,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Small Antlers 0006bc0b,"Weakness to Poison, Damage Magicka"
13794,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Small Pearl 00085500,"Restore Stamina, Damage Magicka"
13795,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Swamp Fungal Pod 0007e8b7,"Restore Health, Damage Magicka"
13796,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Torchbug Thorax 0004da73,"Fortify Stamina, Restore Stamina, Damage Magicka"
13797,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Vampire Dust 0003ad76,"Invisibility, Damage Magicka"
13798,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Wheat 0004b0ba,"Restore Health, Damage Magicka"
13799,Chaurus Eggs 0003ad56,Eye of Sabre Cat 0006bc07,Wisp Wrappings 0006bc0e,"Restore Stamina, Damage Magicka"
13800,Chaurus Eggs 0003ad56,Falmer Ear 0003ad5d,Garlic 00034d22,"Resist Poison, Fortify Stamina"
13801,Chaurus Eggs 0003ad56,Falmer Ear 0003ad5d,Hagraven Feathers 0003ad66,"Frenzy, Damage Magicka"
13802,Chaurus Eggs 0003ad56,Falmer Ear 0003ad5d,Human Heart 000b18cd,"Damage Health, Frenzy, Damage Magicka"
13803,Chaurus Eggs 0003ad56,Falmer Ear 0003ad5d,Namira's Rot 0004da24,"Fortify Lockpicking, Damage Magicka"
13804,Chaurus Eggs 0003ad56,Falmer Ear 0003ad5d,Nirnroot 00059b86,"Damage Health, Invisibility"
13805,Chaurus Eggs 0003ad56,Falmer Ear 0003ad5d,Pine Thrush Egg 00023d6f,"Weakness to Poison, Fortify Lockpicking"
13806,Chaurus Eggs 0003ad56,Falmer Ear 0003ad5d,Slaughterfish Egg 0007e8c5,"Resist Poison, Fortify Stamina"
13807,Chaurus Eggs 0003ad56,Falmer Ear 0003ad5d,Small Antlers 0006bc0b,"Weakness to Poison, Damage Health"
13808,Chaurus Eggs 0003ad56,Felsaad Tern FeathersDB xx03cd8e,Lavender 00045c28,"Fortify Stamina, Resist Magic"
13809,Chaurus Eggs 0003ad56,Felsaad Tern FeathersDB xx03cd8e,Luna Moth Wing 000727df,"Invisibility, Fortify Light Armor, Damage Magicka"
13810,Chaurus Eggs 0003ad56,Felsaad Tern FeathersDB xx03cd8e,Nirnroot 00059b86,"Invisibility, Resist Magic"
13811,Chaurus Eggs 0003ad56,Felsaad Tern FeathersDB xx03cd8e,Vampire Dust 0003ad76,"Invisibility, Cure Disease"
